Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-04-10,546.0,548.0,541.3599853515625,544.1599731445312,484738,0,0.0
2006-04-11,546.5599975585938,547.1199951171875,538.4000244140625,545.5999755859375,162138,0,0.0
2006-04-12,545.760009765625,550.47998046875,542.47998046875,542.719970703125,156038,0,0.0
2006-04-13,540.0,551.9199829101562,539.2000122070312,550.5599975585938,70088,0,0.0
2006-04-17,553.5999755859375,559.2000122070312,549.4400024414062,558.3200073242188,114713,0,0.0
2006-04-18,560.7999877929688,568.4000244140625,556.5599975585938,566.0,115338,0,0.0
2006-04-19,564.6400146484375,577.280029296875,563.9199829101562,574.7999877929688,98725,0,0.0
2006-04-20,575.3599853515625,577.280029296875,564.0800170898438,568.719970703125,105400,0,0.0
2006-04-21,567.1199951171875,585.8400268554688,566.4000244140625,582.47998046875,133225,0,0.0
2006-04-24,571.2000122070312,579.5999755859375,566.3200073242188,568.0800170898438,130288,0,0.0
2006-04-25,573.4400024414062,574.47998046875,556.9600219726562,565.1199951171875,356738,0,0.0
2006-04-26,563.52001953125,566.7999877929688,555.5999755859375,556.3200073242188,112400,0,0.0
2006-04-27,552.7999877929688,556.6400146484375,548.5599975585938,549.5999755859375,79450,0,0.0
2006-04-28,554.0800170898438,564.0,551.9199829101562,556.9600219726562,108513,0,0.0
2006-05-01,561.2000122070312,573.2000122070312,560.0,572.0,69438,0,0.0
2006-05-02,574.719970703125,581.52001953125,570.719970703125,578.719970703125,108875,0,0.0
2006-05-03,579.8400268554688,579.8400268554688,560.0,561.760009765625,126875,0,0.0
2006-05-04,554.9600219726562,558.1599731445312,538.239990234375,546.5599975585938,194688,0,0.0
2006-05-05,546.4000244140625,547.760009765625,541.4400024414062,544.0,83900,0,0.0
2006-05-08,537.0399780273438,543.9199829101562,530.4000244140625,543.0399780273438,164038,0,0.0
2006-05-09,543.9199829101562,553.4400024414062,542.0800170898438,547.2000122070312,97875,0,0.0
2006-05-10,546.5599975585938,558.1599731445312,539.8400268554688,558.1599731445312,88063,0,0.0
2006-05-11,568.0,568.4000244140625,559.3599853515625,562.4000244140625,129438,0,0.0
2006-05-12,563.52001953125,563.52001953125,552.3200073242188,552.8800048828125,75950,0,0.0
2006-05-15,539.760009765625,542.1599731445312,531.5999755859375,533.0399780273438,83738,0,0.0
2006-05-16,536.5599975585938,543.2000122070312,530.47998046875,533.5999755859375,100250,0,0.0
2006-05-17,533.3599853515625,534.0,523.1199951171875,525.5999755859375,102838,0,0.0
2006-05-18,525.4400024414062,534.3200073242188,520.7999877929688,533.9199829101562,82088,0,0.0
2006-05-19,528.0,531.6799926757812,521.2000122070312,524.5599975585938,101513,0,0.0
2006-05-22,519.1199951171875,532.5599975585938,519.1199951171875,530.239990234375,96213,0,0.0
2006-05-23,538.0,547.3599853515625,537.6799926757812,542.1599731445312,78863,0,0.0
2006-05-24,537.6799926757812,543.4400024414062,528.4000244140625,528.7999877929688,50088,0,0.0
2006-05-25,533.4400024414062,543.0399780273438,530.47998046875,542.4000244140625,37538,0,0.0
2006-05-26,539.6799926757812,545.8400268554688,538.6400146484375,542.0,33688,0,0.0
2006-05-30,549.760009765625,552.6400146484375,545.760009765625,546.5599975585938,61175,0,0.0
2006-05-31,541.1199951171875,543.280029296875,532.6400146484375,541.8400268554688,58963,0,0.0
2006-06-01,534.719970703125,546.0,532.0800170898438,534.5599975585938,115350,0,0.0
2006-06-02,542.0800170898438,553.2000122070312,540.4000244140625,551.2000122070312,55438,0,0.0
2006-06-05,557.52001953125,558.239990234375,547.52001953125,549.9199829101562,49150,0,0.0
2006-06-06,544.719970703125,551.5999755859375,542.4000244140625,550.0800170898438,22475,0,0.0
2006-06-07,546.1599731445312,546.6400146484375,536.0800170898438,538.239990234375,45000,0,0.0
2006-06-08,532.239990234375,536.9600219726562,526.47998046875,536.9600219726562,38538,0,0.0
2006-06-09,540.0,545.5999755859375,540.0,544.5599975585938,42750,0,0.0
2006-06-12,547.1199951171875,547.1199951171875,534.8800048828125,536.6400146484375,26650,0,0.0
2006-06-13,527.52001953125,529.8400268554688,521.0399780273438,521.4400024414062,75338,0,0.0
2006-06-14,524.0800170898438,527.280029296875,520.0,526.3200073242188,41675,0,0.0
2006-06-15,530.7999877929688,532.1599731445312,527.5999755859375,529.280029296875,38588,0,0.0
2006-06-16,527.760009765625,531.760009765625,522.0,530.0,27338,0,0.0
2006-06-19,526.5599975585938,526.8800048828125,519.9199829101562,524.3200073242188,23500,0,0.0
2006-06-20,527.280029296875,529.5999755859375,519.3599853515625,522.3200073242188,27050,0,0.0
2006-06-21,522.719970703125,533.8400268554688,520.239990234375,530.7999877929688,30100,0,0.0
2006-06-22,533.52001953125,536.239990234375,529.52001953125,536.0,29675,0,0.0
2006-06-23,531.4400024414062,537.6799926757812,530.9600219726562,535.1199951171875,14888,0,0.0
2006-06-26,533.3599853515625,542.7999877929688,532.0,541.5999755859375,23000,0,0.0
2006-06-27,545.0399780273438,547.3599853515625,541.0399780273438,544.6400146484375,43425,0,0.0
2006-06-28,543.760009765625,549.760009765625,540.719970703125,546.47998046875,30038,0,0.0
2006-06-29,546.7999877929688,556.719970703125,546.47998046875,556.0800170898438,59875,0,0.0
2006-06-30,556.0800170898438,560.1599731445312,555.4400024414062,558.1599731445312,32425,0,0.0
2006-07-03,561.6799926757812,562.9600219726562,559.4400024414062,559.4400024414062,21013,0,0.0
2006-07-05,559.1199951171875,569.2000122070312,558.239990234375,568.0,62050,0,0.0
2006-07-06,566.4000244140625,568.7999877929688,561.5999755859375,566.1599731445312,42113,0,0.0
2006-07-07,571.4400024414062,572.0,558.1599731445312,558.7999877929688,51913,0,0.0
2006-07-10,556.5599975585938,558.7999877929688,541.1199951171875,556.47998046875,24588,0,0.0
2006-07-11,562.47998046875,564.7999877929688,559.9199829101562,560.6400146484375,29713,0,0.0
2006-07-12,563.2000122070312,569.1199951171875,558.8800048828125,569.1199951171875,78913,0,0.0
2006-07-13,574.0,586.3200073242188,574.0,586.0,203250,0,0.0
