Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-02,16.816010545512153,17.083922938209756,16.789218624904212,17.057132720947266,3401400,0.0,0
2019-01-03,16.99462050153998,17.057133281668044,16.860662597442115,16.932106018066406,2519900,0.0,0
2019-01-04,17.208948689142908,17.566165749207425,17.20001804972313,17.53044319152832,2900000,0.0,0
2019-01-07,17.467931626878453,17.646541020934567,17.44114141011183,17.584028244018555,2007300,0.0,0
2019-01-08,17.735846433994034,17.771567292240128,17.628680452564776,17.717985153198242,2131300,0.0,0
2019-01-09,17.89659323703286,18.0394800661898,17.851940038330465,17.968036651611328,5069800,0.0,0
2019-01-10,17.95910552003242,18.04840850830078,17.94124424104062,18.04840850830078,3459200,0.0,0
2019-01-11,17.95910552003242,18.07520042678848,17.923382962048823,18.04840850830078,2292000,0.0,0
2019-01-14,17.92338471902757,18.02162005976688,17.90552343828488,17.976966857910156,1884000,0.0,0
2019-01-15,18.03054867491118,18.12878230127121,18.012687396174705,18.093061447143555,3884300,0.0,0
2019-01-16,18.10199352901217,18.182367586385816,18.093062888932273,18.137714385986328,3158200,0.0,0
2019-01-17,18.04840868251631,18.36097425450862,18.03947974627954,18.307392120361328,3213500,0.0,0
2019-01-18,18.352043759143733,18.40562759705744,18.29846162457537,18.378835678100586,5234100,0.0,0
2019-01-22,18.06627054399712,18.084131823737035,17.88766285663411,17.923383712768555,1926100,0.0,0
2019-01-23,18.0573376987884,18.06626833756766,17.91445088501057,18.003755569458008,1796600,0.0,0
2019-01-24,18.003758949997945,18.066271729845532,17.959107451062668,18.0126895904541,2619500,0.0,0
2019-01-25,18.200226751781557,18.360974862895112,18.200226751781557,18.334184646606445,3673900,0.0,0
2019-01-28,18.182367897984374,18.24488067626953,18.146645337052593,18.24488067626953,1824800,0.0,0
2019-01-29,18.22702073327346,18.25381265593824,18.164507950401212,18.182369232177734,3089500,0.0,0
2019-01-30,18.271672334568358,18.55744773452312,18.262743396976713,18.477073669433594,2281000,0.0,0
2019-01-31,18.36990841650758,18.459213126107404,18.33418755467505,18.38776969909668,2161600,0.0,0
2019-02-01,18.37883845485469,18.441351238520035,18.32525631219091,18.360977172851562,1897100,0.0,0
2019-02-04,18.360977005675814,18.512794494628906,18.352046364755562,18.512794494628906,2023400,0.0,0
2019-02-05,18.8075004038654,18.843222970532704,18.780710182210655,18.816431045532227,7627800,0.0,0
2019-02-06,18.64674996445598,18.691403167291668,18.566377606042792,18.60209846496582,4663700,0.0,0
2019-02-07,18.682471046568867,18.691401686428456,18.53065357564662,18.59316635131836,4295100,0.0,0
2019-02-08,18.521721062948174,18.57530319334232,18.468138932554023,18.557443618774414,2232700,0.0,0
2019-02-11,18.53065430160982,18.566376862447658,18.48600280390798,18.503862380981445,1486300,0.0,0
2019-02-12,18.619959016909014,18.691402435302734,18.593167096256824,18.691402435302734,1925100,0.0,0
2019-02-13,18.646750264186288,18.70033410845042,18.521724700927734,18.521724700927734,2285600,0.0,0
2019-02-14,18.52172045386642,18.60209449848717,18.47706896389718,18.530651092529297,3878300,0.0,0
2019-02-15,18.74498528282885,18.834289985037877,18.72712400171794,18.825359344482422,1913800,0.0,0
2019-02-19,18.74498495496872,18.977176495312833,18.72712367417022,18.94145393371582,1113100,0.0,0
2019-02-20,18.870009942146716,18.96824528021669,18.84321972510613,18.87894058227539,5365500,0.0,0
2019-02-21,18.85215257263211,18.85215257263211,18.73605594071104,18.798568725585938,5173700,0.0,0
2019-02-22,19.01289939880371,19.084342819936953,18.968246196004483,19.01289939880371,1618400,0.0,0
2019-02-25,19.20043636394102,19.20936700386058,19.10220102817126,19.11113166809082,1216200,0.0,0
2019-02-26,19.05754953191886,19.17364444418234,19.03968825207974,19.11113166809082,1206700,0.0,0
2019-02-27,19.066480464278882,19.09327068110307,18.98610640711547,19.030757904052734,935000,0.0,0
2019-02-28,19.048620692978925,19.084343256034604,18.99503855174096,19.003969192504883,1422300,0.0,0
2019-03-01,19.137922286987305,19.191504419517127,19.048617597207414,19.137922286987305,1798200,0.0,0
2019-03-04,19.155786644075143,19.200438144468244,18.959315954316175,19.039690017700195,2762700,0.0,0
2019-03-05,19.07541314944421,19.13792593319665,19.048621226402187,19.102203369140625,2248600,0.0,0
2019-03-06,19.209370400729217,19.236162325225617,19.10220440608931,19.120065689086914,1752800,0.0,0
2019-03-07,19.218298112239054,19.245088329305368,19.03968871618493,19.06648063659668,2843100,0.0,0
2019-03-08,18.914661553528877,18.99503560458826,18.914661553528877,18.98610496520996,1818400,0.0,0
2019-03-11,19.003965244826354,19.15578269958496,19.003965244826354,19.15578269958496,2047300,0.0,0
2019-03-12,19.003967687228545,19.066480464278882,18.99503704717201,19.030757904052734,3384700,0.0,0
2019-03-13,19.057550568141412,19.146855268847407,19.039689287331115,19.12899398803711,2428900,0.0,0
2019-03-14,19.03968828315896,19.084341482829647,18.99503678683367,19.075410842895508,1886800,0.0,0
2019-03-15,19.039686097116213,19.15578269958496,19.039686097116213,19.15578269958496,1239800,0.0,0
2019-03-18,19.12899326106195,19.218297958374023,19.120062620996197,19.218297958374023,1934200,0.0,0
2019-03-19,19.245088033946022,19.2629493139464,19.09327056063363,19.146854400634766,1324800,0.0,0
2019-03-20,19.04861673602498,19.23615674641865,19.01289588373512,19.15578269958496,4416700,0.0,0
2019-03-21,19.155788079137572,19.271883010864254,19.120065513470482,19.271883010864258,4087800,0.0,0
2019-03-22,19.11112989683584,19.14685245320325,18.959312438964844,18.959312438964844,2423700,0.0,0
2019-03-25,19.00396682174665,19.057548956300206,18.923592768243648,19.04861831665039,2252600,0.0,0
2019-03-26,19.102199729737237,19.164712501579576,19.084340154457482,19.137922286987305,2017100,0.0,0
2019-03-27,19.00396841651059,19.012899056909845,18.843220296015016,18.94145393371582,1695600,0.0,0
2019-03-28,19.11113317506875,19.146855737563836,19.048620394047884,19.08434295654297,1333300,0.0,0
2019-03-29,19.218297958374023,19.218297958374023,19.12899326106195,19.218297958374023,1935900,0.0,0
2019-04-01,19.379046493380024,19.432628631591797,19.343323932341864,19.432628631591797,1767500,0.0,0
2019-04-02,19.33439254760742,19.36118446735441,19.271879771543176,19.334392547607422,2263800,0.0,0
2019-04-03,19.495141983032227,19.57551604438484,19.459421124289683,19.495141983032227,2708800,0.0,0
2019-04-04,19.307603198038628,19.352254696276216,19.28081127708879,19.316532135009766,4892500,0.0,0
2019-04-05,19.18257496535148,19.25401838092029,19.16471368562293,19.22722816467285,2039600,0.0,0
2019-04-08,19.29867272852528,19.37904678874067,19.27188080733832,19.35225486755371,2055400,0.0,0
2019-04-09,19.316531560581165,19.316531560581165,19.22722856676165,19.254018783569336,4718000,0.0,0
2019-04-10,19.28974205525523,19.43262889465119,19.280811414874798,19.387975692749023,6690900,0.0,0
2019-04-11,19.36118446735441,19.379045747185735,19.271879771543176,19.334392547607422,2690800,0.0,0
2019-04-12,19.575514738139827,19.593376017991996,19.504071322076538,19.52193260192871,1576100,0.0,0
2019-04-15,19.557653720151464,19.557653720151464,19.468349023040275,19.477279663085938,1653700,0.0,0
2019-04-16,19.646959166815822,19.646959166815822,19.557654466297564,19.575515747070312,1289400,0.0,0
2019-04-17,19.638027482985326,19.646958122897182,19.50407129099829,19.557653427124023,1065200,0.0,0
2019-04-18,19.584446387456687,19.6201672456567,19.557654466297564,19.575515747070312,2470100,0.0,0
2019-04-22,19.432626410065378,19.557651952715158,19.432626410065378,19.548721313476562,989300,0.0,0
2019-04-23,19.584445488326864,19.64695826481601,19.5487229284214,19.62909698486328,1795700,0.0,0
2019-04-24,19.584444943249014,19.602306222704627,19.459419393750448,19.53086280822754,1832500,0.0,0
2019-04-25,19.477278334467762,19.539791107177734,19.45048811950366,19.539791107177734,1739100,0.0,0
2019-04-26,19.566586578601388,19.63803000372131,19.566586578601388,19.584447860717773,1436900,0.0,0
2019-04-29,19.521932570822,19.56658406703588,19.50407129099829,19.557653427124023,1505300,0.0,0
2019-04-30,19.45048947795082,19.46834905472579,19.35225414063409,19.441558837890625,4546500,0.0,0
2019-05-01,19.504069552851984,19.5755129624346,19.370113372802734,19.370113372802734,2830100,0.0,0
2019-05-02,19.379045312768113,19.405835528569153,19.28974061895881,19.34332275390625,1766700,0.0,0
2019-05-03,19.37011642241506,19.495141983032227,19.36118578189304,19.495141983032227,2295700,0.0,0
2019-05-06,19.11113126135286,19.307601928710938,19.102200621623368,19.307601928710938,3485900,0.0,0
2019-05-07,19.20936700386058,19.21829764378014,19.03968825207974,19.11113166809082,4025100,0.0,0
2019-05-08,19.1379235878495,19.20043636394102,19.10220102817126,19.11113166809082,4439400,0.0,0
2019-05-09,19.039686097116213,19.200434190783586,18.986103967008823,19.15578269958496,3720800,0.0,0
2019-05-10,19.298672695635663,19.423698254270757,19.173645433655082,19.387975692749023,3037100,0.0,0
2019-05-13,19.12006263316665,19.137923913309518,18.968245158643118,18.995037078857422,4212600,0.0,0
2019-05-14,18.950384744820663,19.066481367711265,18.950384744820663,18.977176666259766,1868400,0.0,0
2019-05-15,18.959317548799905,19.128996330585714,18.941456265802305,19.120065689086914,2503800,0.0,0
2019-05-16,19.26295002915091,19.37011600978668,19.24508874848737,19.280811309814453,1550200,0.0,0
2019-05-17,19.07541184895171,19.209368048337957,19.07541184895171,19.12899398803711,1395000,0.0,0
2019-05-20,19.55765238605067,19.629095798197113,19.504070252777165,19.539791107177734,3496700,0.0,0
2019-05-21,19.64696177593778,19.727335846743365,19.60231027142166,19.709474563598633,2548000,0.0,0
2019-05-22,19.691611809046126,19.7451956544764,19.682682871486666,19.700542449951172,2023100,0.0,0
2019-05-23,19.575515747070312,19.6201672456567,19.521933608097548,19.575515747070312,1589900,0.0,0
2019-05-24,19.655890549607317,19.73626461277494,19.593377767887066,19.673751831054688,741900,0.0,0
2019-05-28,19.65588728099442,19.71840005231931,19.548721313476562,19.548721313476562,1513200,0.0,0
2019-05-29,19.459420118011018,19.495140974906374,19.379046060814677,19.441558837890625,1446100,0.0,0
2019-05-30,19.450489446294377,19.4862103031316,19.405836246066073,19.477279663085938,1549200,0.0,0
2019-05-31,19.432628599154043,19.495141377521005,19.37904646103171,19.46834945678711,2632100,0.0,0
2019-06-03,19.405836973509892,19.441559535031626,19.33439355381191,19.387975692749023,2235300,0.0,0
2019-06-04,19.584446694906713,19.709472255587723,19.55765477332699,19.682682037353516,2009900,0.0,0
2019-06-05,19.673749780966023,19.71840127658603,19.55765316700142,19.602306365966797,1024400,0.0,0
2019-06-06,19.65588964967471,19.780915207390994,19.629097728730304,19.727333068847656,1302000,0.0,0
2019-06-07,19.825566065120114,20.022035018782123,19.825566065120114,19.959522247314453,1899900,0.0,0
